iter	Passed	Remaining
1668	47865	238923
1669	47890	238877
1670	47919	238853
1671	47946	238815
1672	47974	238782
1673	47998	238730
1674	48025	238691
1675	48053	238659
1676	48080	238625
1677	48102	238565
1678	48128	238522
1679	48155	238486
1680	48185	238462
1681	48210	238415
1682	48238	238382
1683	48267	238356
1684	48291	238307
1685	48318	238265
1686	48341	238213
1687	48372	238196
1688	48394	238132
1689	48426	238118
1690	48455	238091
1691	48479	238041
1692	48503	237988
1693	48532	237966
1694	48557	237917
1695	48583	237874
1696	48611	237844
1697	48635	237794
1698	48660	237746
1699	48692	237735
1700	48717	237688
1701	48742	237640
1702	48772	237616
1703	48795	237562
1704	48825	237540
1705	48850	237497
1706	48877	237457
1707	48900	237399
1708	48926	237358
1709	48948	237298
1710	48975	237265
1711	49011	237270
1712	49042	237252
1713	49069	237217
1714	49096	237180
1715	49124	237151
1716	49146	237087
1717	49170	237038
1718	49196	236996
1719	49230	236994
1720	49303	237180
1721	49355	237263
1722	49390	237264
1723	49413	237205
1724	49434	237142
1725	49457	237085
1726	49483	237046
1727	49511	237013
1728	49537	236971
1729	49569	236960
1730	49592	236903
1731	49619	236865
1732	49656	236877
1733	49691	236877
1734	49820	237331
1735	49848	237298
1736	49881	237287
1737	49909	237257
1738	49933	237203
1739	49969	237212
1740	49993	237159
1741	50021	237128
1742	50044	237073
1743	50073	237047
1744	50183	237403
1745	50212	237375
1746	50240	237342
1747	50279	237360
1748	50304	237313
1749	50328	237263
1750	50359	237244
1751	50389	237222
1752	50416	237183
1753	50448	237173
1754	50476	237139
1755	50502	237095
1756	50531	237068
1757	50557	237026
1758	50581	236976
1759	50612	236957
1760	50646	236955
1761	50681	236953
1762	50709	236922
1763	50736	236886
1764	50764	236853
1765	50794	236831
1766	50825	236810
1767	50852	236775
1768	50888	236781
1769	50920	236764
1770	50946	236726
1771	50972	236683
1772	50998	236641
1773	51024	236597
1774	51053	236572
1775	51080	236533
1776	51107	236498
1777	51133	236455
1778	51164	236437
1779	51193	236409
1780	51223	236387
1781	51250	236351
1782	51350	236649
1783	51399	236712
1784	51433	236708
1785	51463	236685
1786	51497	236683
1787	51526	236652
1788	51554	236618
1789	51578	236569
1790	51604	236528
1791	51645	236553
1792	51673	236523
1793	51697	236473
1794	51723	236430
1795	51751	236395
1796	51776	236350
1797	51806	236327
1798	51839	236316
1799	51877	236330
1800	51906	236303
1801	51934	236268
1802	51967	236259
1803	52026	236367
1804	52102	236551
1805	52136	236550
1806	52168	236535
1807	52202	236528
1808	52233	236510
1809	52263	236484
1810	52291	236452
1811	52318	236413
1812	52346	236384
1813	52372	236342
1814	52403	236322
1815	52431	236289
1816	52456	236242
1817	52482	236198
1818	52510	236167
1819	52538	236136
1820	52570	236120
1821	52605	236117
1822	52634	236091
1823	52660	236049
1824	52686	236005
1825	52715	235980
1826	52744	235950
1827	52771	235912
1828	52801	235888
1829	52826	235843
1830	52856	235816
1831	52885	235792
1832	52923	235802
1833	52957	235795
1834	52981	235746
1835	53010	235715
1836	53039	235690
1837	53064	235644
1838	53092	235608
1839	53115	235556
1840	53150	235552
1841	53175	235507
1842	53303	235916
1843	53345	235946
1844	53373	235913
1845	53396	235856
1846	53420	235809
1847	53449	235778
1848	53474	235731
1849	53497	235679
1850	53524	235642
1851	53549	235592
1852	53576	235559
1853	53698	235939
1854	53728	235913
1855	53760	235896
1856	53787	235860
1857	53812	235814
1858	53839	235775
1859	53868	235746
1860	53895	235708
1861	53923	235675
1862	53953	235651
1863	53979	235611
1864	54005	235569
1865	54038	235558
1866	54076	235566
1867	54103	235531
1868	54129	235489
1869	54159	235463
1870	54185	235422
1871	54216	235399
1872	54241	235355
1873	54275	235346
1874	54304	235318
1875	54334	235292
1876	54358	235244
1877	54390	235227
1878	54420	235204
1879	54451	235182
1880	54481	235160
1881	54512	235138
1882	54539	235103
1883	54567	235066
1884	54595	235035
1885	54620	234989
1886	54648	234955
1887	54677	234925
1888	54707	234904
1889	54737	234878
1890	54762	234831
1891	54790	234799
1892	54817	234762
1893	54841	234713
1894	54870	234684
1895	54900	234658
1896	54936	234658
1897	54961	234612
1898	54988	234578
1899	55017	234549
1900	55044	234512
1901	55073	234480
1902	55098	234437
1903	55129	234414
1904	55159	234393
1905	55189	234365
1906	55218	234339
1907	55248	234313
1908	55272	234264
1909	55299	234224
1910	55408	234535
1911	55435	234499
1912	55460	234452
1913	55485	234407
1914	55512	234371
1915	55550	234379
1916	55577	234341
1917	55601	234290
1918	55626	234245
1919	55651	234198
1920	55678	234161
1921	55703	234116
1922	55729	234076
1923	55756	234037
1924	55780	233989
1925	55809	233960
1926	55835	233916
1927	55858	233865
1928	55882	233813
1929	55910	233782
1930	55939	233754
1931	55972	233740
1932	56004	233723
1933	56030	233682
1934	56054	233632
1935	56084	233608
1936	56107	233555
1937	56132	233508
1938	56156	233458
1939	56190	233449
1940	56212	233394
1941	56236	233343
1942	56261	233300
1943	56291	233275
1944	56321	233248
1945	56355	233242
1946	56387	233225
1947	56411	233175
1948	56437	233135
1949	56462	233090
1950	56490	233055
1951	56522	233041
1952	56557	233036
1953	56581	232986
1954	56610	232955
1955	56640	232931
1956	56664	232881
1957	56687	232829
1958	56711	232781
1959	56733	232722
1960	56761	232690
1961	56789	232655
1962	56815	232615
1963	56842	232577
1964	56868	232536
1965	56896	232505
1966	56922	232464
1967	56952	232440
1968	56978	232401
1969	57007	232369
1970	57032	232324
1971	57059	232289
1972	57084	232244
1973	57108	232195
1974	57228	232537
1975	57255	232499
1976	57286	232480
1977	57315	232447
1978	57340	232404
1979	57363	232351
1980	57395	232333
1981	57421	232293
1982	57444	232239
1983	57469	232194
1984	57493	232144
1985	57523	232123
1986	57554	232100
1987	57578	232053
1988	57601	232000
1989	57629	231967
1990	57654	231922
1991	57679	231877
1992	57703	231828
1993	57735	231809
1994	57759	231760
1995	57784	231717
1996	57807	231662
1997	57832	231618
1998	57856	231571
1999	57883	231534
2000	57912	231505
2001	57936	231456
2002	57962	231414
2003	57987	231371
2004	58019	231355
2005	58054	231350
2006	58084	231324
2007	58116	231308
2008	58145	231281
2009	58170	231233
2010	58192	231179
2011	58214	231120
2012	58249	231117
2013	58273	231067
2014	58297	231018
2015	58325	230989
2016	58356	230968
2017	58382	230926
2018	58412	230900
2019	58444	230883
2020	58468	230835
2021	58492	230786
2022	58514	230732
2023	58536	230674
2024	58560	230626
2025	58597	230629
2026	58617	230565
2027	58645	230535
2028	58668	230480
2029	58689	230422
2030	58713	230373
2031	58737	230324
2032	58764	230287
2033	58797	230274
2034	58828	230256
2035	58857	230224
2036	58896	230238
2037	58922	230197
2038	58947	230151
2039	58975	230120
2040	59002	230084
2041	59023	230025
2042	59046	229971
2043	59082	229971
2044	59104	229915
2045	59127	229862
2046	59152	229818
2047	59176	229772
2048	59200	229722
2049	59228	229692
2050	59251	229641
2051	59285	229629
2052	59310	229585
2053	59335	229540
2054	59364	229512
2055	59388	229465
2056	59411	229415
2057	59443	229397
2058	59470	229360
2059	59495	229316
2060	59517	229262
2061	59550	229250
2062	59575	229205
2063	59609	229195
2064	59641	229177
2065	59666	229134
2066	59701	229128
2067	59724	229078
2068	59746	229025
2069	59770	228974
2070	59802	228957
2071	59842	228971
2072	59867	228927
2073	59904	228932
2074	59934	228907
2075	59963	228878
2076	59998	228870
2077	60021	228821
2078	60046	228778
2079	60073	228740
2080	60095	228687
2081	60120	228641
2082	60148	228611
2083	60179	228588
2084	60209	228566
2085	60241	228548
2086	60267	228506
2087	60291	228459
2088	60314	228409
2089	60340	228370
2090	60369	228341
2091	60395	228303
2092	60418	228250
2093	60440	228197
2094	60465	228154
2095	60496	228133
2096	60522	228092
2097	60549	228056
2098	60573	228007
2099	60598	227965
2100	60621	227914
2101	60645	227866
2102	60668	227817
2103	60691	227766
2104	60715	227718
2105	60745	227694
2106	60769	227648
2107	60794	227604
2108	60818	227557
2109	60839	227500
2110	60869	227475
2111	60901	227457
2112	60934	227442
2113	60957	227394
2114	60982	227350
2115	61005	227301
2116	61030	227255
2117	61058	227225
2118	61090	227209
2119	61124	227197
2120	61148	227150
2121	61173	227107
2122	61201	227075
2123	61228	227040
2124	61260	227025
2125	61285	226980
2126	61317	226962
2127	61347	226938
2128	61372	226895
2129	61397	226854
2130	61430	226839
2131	61457	226805
2132	61492	226797
2133	61516	226752
2134	61547	226732
2135	61574	226694
2136	61609	226690
2137	61633	226642
2138	61666	226630
2139	61687	226571
2140	61711	226526
2141	61733	226470
2142	61759	226431
2143	61782	226383
2144	61809	226347
2145	61837	226313
2146	61861	226267
2147	61884	226219
2148	61915	226196
2149	61943	226167
2150	61968	226121
2151	62005	226124
2152	62037	226105
2153	62065	226073
2154	62093	226042
2155	62115	225989
2156	62141	225949
2157	62170	225921
2158	62196	225884
2159	62224	225851
2160	62247	225803
2161	62280	225787
2162	62308	225756
2163	62336	225725
2164	62366	225699
2165	62389	225651
2166	62413	225604
2167	62438	225560
2168	62468	225536
2169	62498	225514
2170	62525	225476
2171	62548	225427
2172	62577	225398
2173	62599	225345
2174	62623	225302
2175	62648	225256
2176	62671	225210
2177	62693	225156
2178	62721	225123
2179	62747	225084
2180	62774	225050
2181	62804	225025
2182	62834	225000
2183	62862	224968
2184	62885	224919
2185	62911	224879
2186	62936	224840
2187	62961	224797
2188	62986	224753
2189	63019	224742
2190	63047	224708
2191	63072	224668
2192	63111	224673
2193	63141	224648
2194	63167	224612
2195	63192	224569
2196	63217	224525
2197	63239	224472
2198	63264	224432
2199	63294	224406
2200	63324	224384
2201	63357	224368
2202	63381	224322
2203	63409	224293
2204	63435	224255
2205	63459	224209
2206	63485	224169
2207	63607	224469
2208	63632	224428
2209	63665	224412
2210	63692	224378
2211	63716	224334
2212	63740	224287
2213	63772	224271
2214	63811	224275
2215	63855	224301
2216	63971	224577
2217	64002	224558
2218	64037	224550
2219	64062	224508
2220	64090	224476
2221	64115	224432
2222	64141	224393
2223	64163	224343
2224	64189	224302
2225	64214	224259
2226	64241	224224
2227	64268	224191
2228	64291	224141
2229	64325	224128
2230	64355	224103
2231	64381	224065
2232	64408	224030
2233	64531	224329
2234	64561	224304
2235	64587	224265
2236	64612	224222
2237	64638	224183
2238	64659	224128
2239	64685	224088
2240	64708	224039
2241	64733	223997
2242	64760	223962
2243	64786	223924
2244	64808	223870
2245	64837	223843
2246	64866	223812
2247	64894	223780
2248	64918	223738
2249	64951	223721
2250	64977	223682
2251	64999	223631
2252	65028	223601
2253	65052	223555
2254	65074	223503
2255	65100	223465
2256	65127	223430
2257	65171	223454
2258	65198	223417
2259	65223	223374
2260	65265	223393
2261	65291	223354
2262	65317	223315
2263	65346	223287
2264	65381	223277
2265	65411	223253
2266	65437	223215
2267	65462	223171
2268	65483	223115
2269	65510	223082
2270	65534	223035
2271	65557	222988
2272	65580	222937
2273	65607	222905
2274	65634	222869
2275	65659	222827
2276	65684	222784
2277	65707	222737
2278	65741	222725
2279	65770	222697
2280	65794	222651
2281	65819	222607
2282	65842	222561
2283	65870	222527
2284	65891	222473
2285	65917	222435
2286	65943	222398
2287	65966	222348
2288	65989	222300
2289	66012	222250
2290	66040	222219
2291	66068	222189
2292	66097	222161
2293	66123	222123
2294	66147	222077
2295	66173	222039
2296	66201	222007
2297	66223	221956
2298	66248	221914
2299	66272	221870
2300	66299	221833
2301	66320	221778
2302	66346	221739
2303	66373	221705
2304	66399	221668
2305	66424	221626
2306	66450	221586
2307	66476	221548
2308	66501	221508
2309	66525	221463
2310	66556	221442
2311	66580	221397
2312	66608	221364
2313	66633	221324
2314	66656	221277
2315	66680	221230
2316	66702	221180
2317	66724	221129
2318	66750	221092
2319	66772	221040
2320	66796	220996
2321	66825	220967
2322	66849	220921
2323	66872	220876
2324	66894	220823
2325	66918	220779
2326	66943	220738
2327	66969	220701
2328	66999	220674
2329	67022	220626
2330	67047	220585
2331	67073	220548
2332	67096	220501
2333	67120	220457
2334	67146	220417
2335	67171	220378
2336	67194	220330
2337	67212	220266
2338	67238	220228
2339	67264	220192
2340	67288	220145
2341	67311	220099
2342	67337	220059
2343	67364	220027
2344	67399	220017
2345	67426	219982
2346	67448	219932
2347	67471	219886
2348	67495	219843
2349	67526	219818
2350	67551	219779
2351	67573	219729
2352	67596	219681
2353	67618	219630
2354	67639	219576
2355	67660	219524
2356	67687	219489
2357	67710	219443
2358	67734	219397
2359	67756	219347
2360	67784	219317
2361	67810	219278
2362	67836	219241
2363	67859	219194
2364	67890	219172
2365	67913	219126
2366	67938	219084
2367	67961	219037
2368	67989	219008
2369	68011	218957
2370	68038	218922
2371	68067	218896
2372	68095	218863
2373	68124	218835
2374	68150	218799
2375	68173	218752
2376	68197	218709
2377	68228	218688
2378	68258	218661
2379	68293	218654
2380	68320	218618
2381	68342	218570
2382	68363	218517
2383	68389	218478
2384	68409	218424
2385	68434	218382
2386	68461	218347
2387	68489	218316
2388	68518	218288
2389	68545	218256
2390	68581	218249
2391	68602	218197
2392	68626	218153
2393	68657	218133
2394	68682	218092
2395	68706	218049
2396	68734	218019
2397	68760	217980
2398	68781	217928
2399	68809	217898
2400	68838	217868
2401	68862	217824
2402	68883	217774
2403	68913	217749
2404	68943	217723
2405	68966	217678
2406	68991	217636
2407	69015	217594
2408	69041	217555
2409	69064	217511
2410	69093	217482
2411	69117	217439
2412	69144	217406
2413	69173	217376
2414	69203	217353
2415	69230	217320
2416	69257	217284
2417	69281	217241
2418	69317	217236
2419	69344	217202
2420	69367	217157
2421	69392	217115
2422	69422	217093
2423	69444	217044
2424	69469	217003
2425	69498	216973
2426	69521	216928
2427	69546	216889
2428	69568	216838
2429	69592	216794
2430	69617	216755
2431	69639	216706
2432	69661	216658
2433	69688	216624
2434	69714	216587
2435	69741	216552
2436	69763	216505
2437	69788	216464
2438	69815	216431
2439	69838	216385
2440	69863	216346
2441	69892	216316
2442	69920	216286
2443	69945	216246
2444	69968	216202
2445	69989	216148
2446	70011	216101
2447	70035	216058
2448	70060	216017
2449	70083	215972
2450	70107	215927
2451	70130	215881
2452	70152	215834
2453	70177	215794
2454	70200	215748
2455	70231	215726
2456	70256	215687
2457	70281	215649
2458	70313	215629
2459	70337	215588
2460	70363	215551
2461	70393	215526
2462	70419	215488
2463	70444	215450
2464	70468	215408
2465	70492	215365
2466	70521	215336
2467	70546	215299
2468	70587	215306
2469	70612	215267
2470	70635	215223
2471	70694	215285
2472	70863	215683
2473	70888	215646
2474	70925	215641
2475	70954	215614
2476	70981	215581
2477	71005	215537
2478	71029	215496
2479	71058	215468
2480	71091	215451
2481	71123	215432
2482	71155	215415
2483	71184	215387
2484	71205	215336
2485	71228	215290
2486	71255	215256
2487	71277	215208
2488	71299	215158
2489	71326	215124
2490	71355	215098
2491	71381	215061
2492	71405	215018
2493	71429	214975
2494	71452	214930
2495	71479	214897
2496	71506	214861
2497	71529	214818
2498	71553	214775
2499	71576	214730
2500	71596	214674
2501	71618	214625
2502	71645	214594
2503	71670	214553
2504	71694	214511
2505	71718	214468
2506	71744	214431
2507	71775	214409
2508	71802	214375
2509	71830	214347
2510	71862	214329
2511	71890	214298
2512	71917	214265
2513	71946	214235
2514	71970	214194
2515	71997	214161
2516	72025	214132
2517	72051	214094
2518	72073	214046
2519	72097	214002
2520	72119	213955
2521	72147	213926
2522	72168	213874
2523	72190	213827
2524	72218	213795
2525	72243	213757
2526	72266	213710
2527	72289	213666
2528	72312	213619
2529	72333	213570
2530	72357	213527
2531	72379	213478
2532	72407	213449
2533	72430	213402
2534	72452	213355
2535	72476	213315
2536	72502	213279
2537	72526	213236
2538	72548	213186
2539	72570	213141
2540	72595	213099
2541	72620	213061
2542	72643	213016
2543	72666	212972
2544	72692	212937
2545	72716	212893
2546	72748	212876
2547	72774	212839
2548	72795	212790
2549	72821	212752
2550	72844	212707
2551	72868	212666
2552	72891	212621
2553	72914	212576
2554	72936	212529
2555	72958	212481
2556	72981	212438
2557	73007	212401
2558	73030	212355
2559	73052	212309
2560	73075	212263
2561	73101	212229
2562	73128	212195
2563	73156	212166
2564	73181	212125
2565	73209	212096
2566	73236	212063
2567	73259	212020
2568	73284	211980
2569	73311	211946
2570	73339	211918
2571	73363	211876
2572	73387	211834
2573	73414	211801
2574	73439	211761
2575	73468	211735
2576	73492	211692
2577	73516	211651
2578	73539	211609
2579	73561	211561
2580	73584	211515
2581	73612	211487
2582	73636	211443
2583	73660	211403
2584	73686	211366
2585	73711	211330
2586	73736	211289
2587	73760	211249
2588	73785	211210
2589	73810	211170
2590	73835	211133
2591	73875	211137
2592	73898	211093
2593	73919	211044
2594	73948	211017
2595	73974	210982
2596	74006	210962
2597	74038	210942
2598	74063	210906
2599	74090	210872
2600	74117	210839
2601	74143	210804
2602	74165	210756
2603	74189	210717
2604	74212	210672
2605	74237	210634
2606	74261	210593
2607	74283	210546
2608	74310	210512
2609	74337	210481
2610	74366	210453
2611	74393	210420
2612	74424	210400
2613	74458	210385
2614	74481	210343
2615	74503	210295
2616	74526	210252
2617	74556	210227
2618	74579	210182
2619	74603	210142
2620	74626	210099
2621	74653	210066
2622	74677	210025
2623	74705	209996
2624	74731	209959
2625	74758	209926
2626	74780	209881
2627	74803	209838
2628	74829	209801
2629	74856	209768
2630	74880	209726
2631	74904	209687
2632	74927	209644
2633	74953	209606
2634	74978	209570
2635	75006	209540
2636	75031	209501
2637	75055	209460
2638	75084	209434
2639	75111	209400
2640	75136	209363
2641	75167	209342
2642	75189	209296
2643	75212	209253
2644	75235	209209
2645	75260	209171
2646	75295	209159
2647	75321	209124
2648	75349	209095
2649	75373	209053
2650	75397	209014
2651	75425	208984
2652	75451	208949
2653	75477	208914
2654	75512	208903
2655	75538	208869
2656	75566	208838
2657	75594	208809
2658	75618	208769
2659	75644	208733
2660	75673	208705
2661	75697	208665
2662	75721	208623
2663	75748	208592
2664	75775	208560
2665	75798	208517
2666	75822	208475
2667	75847	208437
2668	75873	208402
2669	75913	208406
2670	75939	208371
2671	75962	208328
2672	75989	208295
2673	76013	208256
2674	76039	208220
2675	76062	208178
2676	76092	208152
2677	76115	208108
2678	76138	208065
2679	76159	208017
2680	76184	207978
2681	76207	207937
2682	76231	207895
2683	76255	207856
2684	76277	207809
2685	76304	207779
2686	76329	207740
2687	76351	207693
2688	76373	207649
2689	76395	207602
2690	76426	207580
2691	76453	207550
2692	76480	207516
2693	76505	207478
2694	76533	207449
2695	76558	207411
2696	76581	207370
2697	76606	207330
2698	76630	207290
2699	76650	207241
2700	76673	207197
2701	76701	207169
2702	76724	207126
2703	76748	207085
2704	76770	207039
2705	76792	206993
2706	76817	206955
2707	76842	206918
2708	76866	206878
2709	76890	206837
2710	76914	206797
2711	76943	206771
2712	76971	206742
2713	77007	206732
2714	77040	206718
2715	77065	206679
2716	77097	206662
2717	77127	206638
2718	77155	206608
2719	77272	206818
2720	77299	206786
2721	77338	206784
2722	77362	206744
2723	77390	206715
2724	77434	206728
2725	77458	206689
2726	77483	206652
2727	77508	206613
2728	77549	206617
2729	77575	206583
2730	77601	206548
2731	77628	206517
2732	77656	206487
2733	77682	206453
2734	77707	206413
2735	77734	206381
2736	77768	206370
2737	77794	206335
2738	77822	206305
2739	77844	206259
2740	77870	206225
2741	77892	206180
2742	77916	206140
2743	77940	206099
2744	77965	206062
2745	77992	206028
2746	78014	205983
2747	78038	205944
2748	78060	205899
2749	78082	205853
2750	78104	205808
2751	78132	205779
2752	78157	205741
2753	78181	205701
2754	78213	205682
2755	78238	205646
2756	78261	205603
2757	78285	205563
2758	78313	205534
2759	78341	205504
2760	78370	205476
2761	78397	205446
2762	78428	205423
2763	78451	205382
2764	78474	205339
2765	78504	205314
2766	78534	205289
2767	78560	205256
2768	78587	205223
2769	78618	205202
2770	78652	205188
2771	78676	205150
2772	78703	205116
2773	78729	205083
2774	78759	205057
2775	78787	205028
2776	78816	205003
2777	78842	204968
2778	78871	204941
2779	78937	205009
2780	78958	204963
2781	78980	204916
2782	79000	204866
2783	79021	204819
2784	79042	204772
2785	79064	204727
2786	79086	204683
2787	79107	204635
2788	79129	204590
2789	79151	204546
2790	79176	204507
2791	79211	204496
2792	79231	204446
2793	79252	204400
2794	79274	204355
2795	79294	204306
2796	79319	204269
2797	79342	204226
2798	79364	204180
2799	79384	204131
2800	79406	204085
2801	79426	204036
2802	79447	203989
2803	79469	203945
2804	79490	203897
2805	79512	203854
2806	79532	203804
2807	79553	203755
2808	79573	203707
2809	79593	203656
2810	79614	203609
2811	79638	203572
2812	79658	203522
2813	79681	203480
2814	79702	203431
2815	79721	203379
2816	79741	203330
2817	79762	203283
2818	79783	203236
2819	79807	203196
2820	79829	203154
2821	79850	203106
2822	79872	203061
2823	79893	203014
2824	79915	202972
2825	79937	202928
2826	79957	202877
2827	79981	202839
2828	80005	202799
2829	80027	202756
2830	80049	202710
2831	80070	202664
2832	80089	202612
2833	80110	202566
2834	80136	202531
2835	80158	202488
2836	80181	202445
2837	80204	202404
2838	80225	202358
2839	80248	202315
2840	80274	202282
2841	80298	202242
2842	80320	202200
2843	80344	202161
2844	80367	202119
2845	80390	202078
2846	80413	202036
2847	80434	201989
2848	80452	201937
2849	80473	201890
2850	80498	201852
2851	80519	201807
2852	80542	201765
2853	80565	201723
2854	80586	201678
2855	80608	201634
2856	80669	201688
2857	80693	201649
2858	80717	201609
2859	80739	201566
2860	80762	201524
2861	80784	201480
2862	80805	201434
2863	80826	201388
2864	80846	201339
2865	80869	201300
2866	80892	201259
2867	80915	201216
2868	80937	201173
2869	80960	201132
2870	80982	201089
2871	81005	201046
2872	81027	201003
2873	81050	200961
2874	81073	200922
2875	81097	200882
2876	81121	200844
2877	81146	200807
2878	81172	200773
2879	81193	200727
2880	81215	200684
2881	81236	200638
2882	81259	200597
2883	81281	200553
2884	81307	200521
2885	81330	200479
2886	81350	200432
2887	81371	200384
2888	81394	200344
2889	81416	200300
2890	81437	200254
2891	81462	200219
2892	81483	200174
2893	81505	200129
2894	81525	200082
2895	81546	200036
2896	81568	199992
2897	81592	199954
2898	81611	199904
2899	81638	199872
2900	81659	199827
2901	81679	199778
2902	81700	199733
2903	81721	199687
2904	81741	199639
2905	81764	199598
2906	81786	199556
2907	81806	199508
2908	81827	199462
2909	81845	199409
2910	81868	199369
2911	81890	199327
2912	81911	199280
2913	81932	199235
2914	81954	199193
2915	81975	199146
2916	82002	199116
2917	82023	199070
2918	82042	199021
2919	82063	198975
2920	82085	198931
2921	82105	198884
2922	82125	198837
2923	82145	198789
2924	82167	198747
2925	82189	198704
2926	82209	198657
2927	82230	198612
2928	82255	198574
2929	82275	198528
2930	82298	198487
2931	82319	198443
2932	82340	198397
2933	82364	198358
2934	82384	198311
2935	82405	198266
2936	82425	198219
2937	82446	198173
2938	82467	198129
2939	82489	198086
2940	82511	198043
2941	82532	197999
2942	82553	197955
2943	82574	197909
2944	82594	197863
2945	82617	197822
2946	82636	197772
2947	82657	197728
2948	82676	197677
2949	82698	197635
2950	82724	197603
2951	82744	197556
2952	82766	197511
2953	82790	197474
2954	82817	197445
2955	82843	197412
2956	82864	197368
2957	82885	197323
2958	82924	197319
2959	82946	197277
2960	82967	197233
2961	82988	197188
2962	83008	197141
2963	83029	197096
2964	83049	197050
2965	83070	197005
2966	83091	196961
2967	83112	196916
2968	83132	196870
2969	83154	196828
2970	83179	196791
2971	83200	196746
2972	83221	196701
2973	83242	196657
2974	83261	196609
2975	83282	196564
2976	83303	196519
2977	83324	196476
2978	83345	196430
2979	83368	196390
2980	83389	196346
2981	83423	196333
2982	83443	196287
2983	83464	196242
2984	83488	196205
2985	83512	196167
2986	83532	196122
2987	83553	196076
2988	83573	196030
2989	83596	195991
2990	83621	195954
2991	83643	195913
2992	83665	195871
2993	83688	195831
2994	83710	195790
2995	83732	195749
2996	83752	195701
2997	83771	195653
2998	83791	195607
2999	83811	195560
3000	83832	195515
3001	83853	195471
3002	83873	195425
3003	83894	195382
3004	83917	195342
3005	83940	195302
3006	83960	195256
3007	83981	195211
3008	84001	195165
3009	84020	195118
3010	84041	195073
3011	84061	195026
3012	84083	194985
3013	84103	194938
3014	84127	194901
3015	84149	194860
3016	84174	194827
3017	84197	194786
3018	84221	194750
3019	84247	194717
3020	84270	194678
3021	84295	194643
3022	84318	194603
3023	84340	194563
3024	84365	194528
3025	84388	194488
3026	84410	194448
3027	84432	194406
3028	84460	194380
3029	84484	194341
3030	84507	194302
3031	84532	194269
3032	84557	194235
3033	84580	194194
3034	84599	194146
3035	84620	194104
3036	84641	194060
3037	84662	194016
3038	84685	193977
3039	84708	193938
3040	84732	193901
3041	84756	193864
3042	84777	193821
3043	84798	193777
3044	84819	193734
3045	84841	193693
3046	84864	193653
3047	84888	193617
3048	84911	193578
3049	84931	193531
3050	84952	193490
3051	84975	193450
3052	84998	193410
3053	85020	193370
3054	85044	193332
3055	85065	193289
3056	85088	193251
3057	85109	193207
3058	85129	193162
3059	85152	193122
3060	85171	193075
3061	85191	193030
3062	85214	192992
3063	85236	192950
3064	85256	192905
3065	85278	192865
3066	85300	192823
3067	85322	192782
3068	85345	192743
3069	85366	192701
3070	85388	192659
3071	85410	192617
3072	85432	192576
3073	85454	192536
3074	85477	192497
3075	85498	192453
3076	85518	192409
3077	85540	192369
3078	85561	192325
3079	85583	192284
3080	85603	192240
3081	85623	192194
3082	85644	192151
3083	85665	192109
3084	85686	192066
3085	85708	192024
3086	85729	191982
3087	85750	191939
3088	85772	191897
3089	85795	191859
3090	85818	191821
3091	85839	191778
3092	85859	191733
3093	85879	191688
3094	85900	191644
3095	85921	191602
3096	85941	191557
3097	85961	191512
3098	85980	191465
3099	86000	191421
3100	86021	191378
3101	86042	191335
3102	86065	191295
3103	86086	191253
3104	86107	191210
3105	86129	191170
3106	86150	191128
3107	86172	191087
3108	86193	191044
3109	86214	191003
3110	86235	190959
3111	86255	190914
3112	86275	190869
3113	86296	190828
3114	86317	190785
3115	86356	190782
3116	86379	190743
3117	86400	190700
3118	86421	190658
3119	86442	190617
3120	86463	190574
3121	86484	190531
3122	86506	190490
3123	86535	190467
3124	86557	190426
3125	86578	190383
3126	86600	190342
3127	86620	190300
3128	86647	190270
3129	86671	190234
3130	86693	190193
3131	86717	190158
3132	86737	190113
3133	86757	190069
3134	86779	190028
3135	86803	189992
3136	86825	189952
3137	86848	189914
3138	86869	189873
3139	86891	189832
3140	86916	189799
3141	86938	189759
3142	86962	189724
3143	86984	189683
3144	87008	189647
3145	87032	189613
3146	87055	189574
3147	87079	189539
3148	87104	189505
3149	87124	189462
3150	87147	189422
3151	87178	189402
3152	87199	189361
3153	87220	189318
3154	87240	189275
3155	87260	189229
3156	87282	189189
3157	87303	189148
3158	87324	189105
3159	87346	189065
3160	87368	189027
3161	87391	188988
3162	87415	188952
3163	87438	188915
3164	87462	188879
3165	87482	188836
3166	87504	188796
3167	87526	188757
3168	87549	188719
3169	87570	188677
3170	87592	188636
3171	87612	188593
3172	87635	188555
3173	87656	188512
3174	87679	188477
3175	87705	188445
3176	87729	188408
3177	87751	188369
3178	87773	188330
3179	87794	188288
3180	87816	188249
3181	87837	188207
3182	87857	188163
3183	87878	188121
3184	87899	188080
3185	87920	188039
3186	87944	188003
3187	87973	187979
3188	87996	187941
3189	88020	187905
3190	88042	187866
3191	88067	187833
3192	88088	187790
3193	88110	187751
3194	88130	187708
3195	88151	187667
3196	88172	187624
3197	88192	187581
3198	88212	187536
3199	88233	187496
3200	88270	187488
3201	88296	187458
3202	88317	187416
3203	88337	187371
3204	88356	187326
3205	88377	187284
3206	88397	187242
3207	88417	187197
3208	88440	187160
3209	88461	187119
3210	88481	187075
3211	88506	187043
3212	88531	187009
3213	88553	186971
3214	88575	186931
3215	88603	186903
3216	88625	186864
3217	88647	186825
3218	88668	186785
3219	88688	186742
3220	88708	186698
3221	88736	186672
