iter	Passed	Remaining
370	9158	237705
371	9181	237628
372	9201	237478
373	9222	237363
374	9245	237309
375	9269	237270
376	9291	237175
377	9316	237150
378	9334	236954
379	9357	236901
380	9378	236787
381	9398	236646
382	9418	236502
383	9439	236383
384	9463	236350
385	9490	236365
386	9514	236343
387	9535	236229
388	9556	236115
389	9578	236021
390	9598	235876
391	9629	236026
392	9674	236498
393	9805	239054
394	9829	239019
395	9856	239039
396	9879	238971
397	9902	238896
398	9927	238871
399	9948	238761
400	9975	238779
401	10003	238838
402	10034	238967
403	10066	239110
404	10108	239483
405	10130	239395
406	10152	239292
407	10184	239446
408	10217	239589
409	10239	239501
410	10267	239559
411	10289	239462
412	10319	239551
413	10343	239493
414	10368	239472
415	10399	239598
416	10423	239531
417	10445	239442
418	10464	239275
419	10483	239117
420	10504	239015
421	10525	238895
422	10548	238829
423	10571	238748
424	10594	238676
425	10616	238591
426	10639	238527
427	10664	238497
428	10686	238414
429	10708	238315
430	10730	238244
431	10751	238121
432	10772	238015
433	10806	238194
434	10834	238238
435	10858	238183
436	10882	238145
437	10908	238142
438	10940	238278
439	10968	238310
440	10993	238284
441	11019	238294
442	11044	238262
443	11068	238226
444	11094	238217
445	11116	238122
446	11144	238173
447	11167	238114
448	11189	238015
449	11208	237879
450	11231	237810
451	11252	237696
452	11273	237594
453	11295	237508
454	11316	237387
455	11337	237298
456	11360	237226
457	11402	237558
458	11423	237459
459	11446	237381
460	11467	237286
461	11492	237269
462	11516	237215
463	11541	237194
464	11561	237079
465	11584	237018
466	11607	236956
467	11631	236898
468	11658	236921
469	11687	236985
470	11735	237435
471	11834	238888
472	11881	239317
473	11903	239222
474	11927	239168
475	11950	239100
476	11971	239013
477	11993	238914
478	12016	238855
479	12038	238753
480	12061	238701
481	12087	238692
482	12109	238608
483	12134	238588
484	12158	238528
485	12180	238451
486	12204	238398
487	12224	238271
488	12245	238174
489	12265	238052
490	12285	237933
491	12305	237812
492	12324	237674
493	12345	237565
494	12368	237494
495	12391	237429
496	12411	237311
497	12430	237185
498	12451	237072
499	12477	237075
500	12508	237161
501	12546	237376
502	12669	239205
503	12689	239087
504	12710	238987
505	12732	238894
506	12753	238791
507	12775	238717
508	12798	238652
509	12819	238544
510	12841	238463
511	12865	238415
512	12906	238679
513	12928	238598
514	12949	238505
515	12972	238430
516	12991	238301
517	13010	238157
518	13032	238081
519	13053	237972
520	13075	237891
521	13095	237782
522	13114	237643
523	13136	237557
524	13155	237431
525	13175	237306
526	13198	237249
527	13219	237158
528	13242	237079
529	13261	236946
530	13282	236858
531	13302	236749
532	13322	236625
533	13343	236530
534	13362	236408
535	13385	236352
536	13408	236287
537	13429	236197
538	13453	236154
539	13479	236147
540	13502	236085
541	13525	236030
542	13545	235915
543	13564	235783
544	13588	235743
545	13612	235707
546	13641	235741
547	13664	235683
548	13686	235620
549	13710	235565
550	13730	235467
551	13755	235439
552	13776	235348
553	13799	235290
554	13821	235210
555	13844	235152
556	13869	235129
557	13895	235124
558	13918	235072
559	13940	235003
560	13962	234920
561	13984	234849
562	14006	234773
563	14027	234693
564	14047	234583
565	14070	234521
566	14090	234416
567	14111	234327
568	14134	234279
569	14172	234469
570	14196	234424
571	14219	234375
572	14243	234338
573	14267	234296
574	14291	234260
575	14326	234392
576	14346	234297
577	14367	234213
578	14388	234125
579	14411	234064
580	14433	233990
581	14454	233904
582	14476	233837
583	14497	233748
584	14517	233648
585	14538	233555
586	14559	233475
587	14581	233401
588	14606	233376
589	14630	233351
590	14653	233289
591	14675	233216
592	14698	233161
593	14719	233086
594	14740	233000
595	14762	232928
596	14784	232865
597	14804	232757
598	14825	232674
599	14846	232602
600	14869	232542
601	14890	232457
602	14912	232397
603	14933	232311
604	14954	232233
605	14975	232147
606	14999	232114
607	15019	232013
608	15042	231961
609	15066	231929
610	15090	231883
611	15113	231846
612	15135	231775
613	15160	231746
614	15181	231672
615	15203	231601
616	15228	231591
617	15251	231542
618	15272	231450
619	15295	231400
620	15316	231328
621	15340	231286
622	15362	231223
623	15384	231158
624	15406	231090
625	15427	231021
626	15447	230925
627	15469	230858
628	15492	230814
629	15513	230733
630	15534	230653
631	15565	230726
632	15587	230661
633	15610	230614
634	15631	230538
635	15653	230476
636	15676	230420
637	15695	230318
638	15716	230244
639	15738	230173
640	15766	230203
641	15791	230177
642	15814	230132
643	15835	230061
644	15857	230000
645	15879	229938
646	15900	229850
647	15927	229860
648	15946	229768
649	15983	229920
650	16011	229939
651	16036	229929
652	16062	229914
653	16099	230071
654	16222	231450
655	16370	233179
656	16398	233191
657	16425	233201
658	16449	233158
659	16472	233107
660	16498	233095
661	16528	233142
662	16638	234321
663	16700	234809
664	16802	235864
665	16826	235819
666	16848	235747
667	16873	235718
668	16914	235920
669	16937	235859
670	16970	235949
671	16995	235911
672	17024	235944
673	17057	236023
674	17079	235945
675	17100	235861
676	17123	235808
677	17146	235748
678	17168	235679
679	17190	235615
680	17220	235645
681	17248	235662
682	17272	235614
683	17298	235607
684	17344	235865
685	17370	235847
686	17485	237030
687	17516	237082
688	17542	237063
689	17564	236996
690	17589	236966
691	17611	236892
692	17637	236874
693	17666	236896
694	17700	236976
695	17724	236943
696	17753	236961
697	17779	236935
698	17803	236890
699	17827	236857
700	17848	236771
701	17870	236690
702	17897	236692
703	17925	236702
704	17950	236671
705	17975	236630
706	18000	236605
707	18026	236585
708	18052	236563
709	18079	236564
710	18104	236535
711	18128	236486
712	18153	236454
713	18179	236430
714	18206	236434
715	18232	236413
716	18255	236353
717	18277	236286
718	18300	236225
719	18324	236183
720	18345	236103
721	18367	236025
722	18389	235958
723	18412	235901
724	18439	235894
725	18460	235812
726	18480	235720
727	18503	235663
728	18526	235607
729	18548	235544
730	18570	235469
731	18589	235369
732	18611	235302
733	18633	235230
734	18655	235165
735	18676	235075
736	18707	235123
737	18727	235036
738	18749	234963
739	18771	234901
740	18791	234804
741	18813	234734
742	18835	234673
743	18863	234681
744	18902	234823
745	18926	234785
746	18962	234888
747	18987	234850
748	19011	234812
749	19032	234728
750	19055	234681
751	19075	234582
752	19095	234495
753	19118	234446
754	19152	234525
755	19186	234598
756	19220	234688
757	19296	235280
758	19801	241091
759	19862	241489
760	19920	241848
761	19992	242380
762	20022	242392
763	20045	242334
764	20069	242271
765	20100	242304
766	20150	242572
767	20197	242789
768	20250	243089
769	20315	243516
770	20455	244851
771	20484	244855
772	20511	244841
773	20541	244852
774	20567	244818
775	20593	244792
776	20700	245709
777	20731	245734
778	20756	245699
779	20782	245664
780	20811	245663
781	20839	245653
782	20865	245610
783	20901	245698
784	20947	245904
785	20987	246029
786	21087	246856
787	21117	246865
788	21139	246783
789	21163	246730
790	21189	246691
791	21212	246620
792	21237	246579
793	21260	246505
794	21287	246474
795	21311	246419
796	21334	246347
797	21357	246274
798	21383	246245
799	21405	246167
800	21428	246092
801	21456	246075
802	21478	245996
803	21503	245949
804	21529	245920
805	21553	245861
806	21575	245782
807	21598	245712
808	21623	245659
809	21655	245694
810	21679	245637
811	21704	245591
812	21726	245510
813	21745	245399
814	21770	245357
815	21793	245287
816	21821	245268
817	21845	245215
818	21874	245214
819	21912	245310
820	21934	245238
821	21957	245163
822	21981	245106
823	22002	245012
824	22033	245033
825	22058	244993
826	22082	244937
827	22105	244864
828	22136	244884
829	22159	244825
830	22183	244764
831	22208	244720
832	22231	244650
833	22254	244585
834	22274	244481
835	22296	244411
836	22324	244398
837	22349	244353
838	22372	244284
839	22395	244218
840	22421	244181
841	22444	244117
842	22468	244057
843	22492	244001
844	22515	243941
845	22535	243844
846	22561	243812
847	22588	243790
848	22614	243754
849	22636	243677
850	22664	243660
851	22688	243603
852	22710	243533
853	22737	243507
854	22761	243456
855	22786	243408
856	22812	243372
857	22834	243304
858	22858	243248
859	22883	243207
860	22905	243132
861	22930	243089
862	22954	243032
863	22976	242952
864	23001	242911
865	23026	242869
866	23050	242810
867	23071	242728
868	23094	242660
869	23116	242589
870	23140	242531
871	23162	242465
872	23184	242389
873	23205	242302
874	23230	242261
875	23256	242233
876	23290	242279
877	23317	242254
878	23338	242170
879	23361	242113
880	23386	242069
881	23410	242016
882	23435	241969
883	23457	241897
884	23478	241819
885	23503	241768
886	23525	241697
887	23549	241643
888	23569	241553
889	23592	241491
890	23615	241424
891	23635	241339
892	23659	241288
893	23683	241230
894	23703	241142
895	23725	241068
896	23749	241017
897	23771	240945
898	23794	240880
899	23815	240801
900	23838	240742
901	23862	240684
902	23885	240622
903	23906	240546
904	23932	240515
905	23972	240621
906	23995	240567
907	24018	240506
908	24039	240420
909	24061	240349
910	24086	240309
911	24111	240273
912	24133	240201
913	24156	240132
914	24181	240095
915	24203	240024
916	24224	239950
917	24247	239883
918	24271	239837
919	24292	239760
920	24316	239703
921	24339	239642
922	24361	239580
923	24388	239554
924	24419	239576
925	24441	239508
926	24464	239448
927	24494	239456
928	24518	239402
929	24541	239344
930	24560	239246
931	24584	239197
932	24608	239144
933	24630	239080
934	24653	239018
935	24676	238956
936	24698	238888
937	24720	238825
938	24745	238784
939	24769	238738
940	24798	238738
941	24840	238857
942	24903	239185
943	24945	239306
944	24975	239311
945	24994	239213
946	25013	239124
947	25035	239051
948	25057	238986
949	25079	238914
950	25100	238838
951	25125	238794
952	25144	238699
953	25165	238626
954	25186	238548
955	25208	238481
956	25231	238419
957	25251	238330
958	25272	238255
959	25293	238184
960	25316	238125
961	25337	238046
962	25359	237983
963	25382	237921
964	25404	237855
965	25426	237786
966	25447	237708
967	25468	237631
968	25488	237549
969	25508	237466
970	25529	237386
971	25552	237330
972	25573	237261
973	25595	237188
974	25619	237147
975	25640	237072
976	25660	236985
977	25682	236918
978	25703	236845
979	25723	236764
980	25745	236696
981	25770	236662
982	25791	236580
983	25811	236498
984	25829	236395
985	25851	236336
986	25873	236268
987	25894	236191
988	25919	236157
989	25941	236090
990	25961	236007
991	25979	235910
992	26000	235834
993	26021	235763
994	26040	235677
995	26061	235600
996	26081	235521
997	26101	235434
998	26121	235351
999	26140	235265
1000	26162	235202
1001	26183	235128
1002	26203	235048
1003	26222	234960
1004	26243	234886
1005	26266	234829
1006	26288	234771
1007	26310	234708
1008	26331	234636
1009	26352	234567
1010	26375	234512
1011	26396	234435
1012	26416	234359
1013	26436	234280
1014	26456	234198
1015	26477	234129
1016	26498	234053
1017	26518	233981
1018	26538	233895
1019	26558	233822
1020	26581	233769
1021	26604	233709
1022	26625	233646
1023	26650	233608
1024	26675	233572
1025	26698	233521
1026	26721	233467
1027	26741	233392
1028	26765	233349
1029	26787	233281
1030	26814	233266
1031	26841	233251
1032	26883	233366
1033	26905	233304
1034	26929	233255
1035	26951	233197
1036	26972	233132
1037	26995	233080
1038	27017	233013
1039	27039	232955
1040	27059	232878
1041	27080	232807
1042	27100	232730
1043	27122	232671
1044	27156	232715
1045	27181	232682
1046	27204	232628
1047	27226	232569
1048	27252	232539
1049	27274	232482
1050	27296	232421
1051	27316	232346
1052	27334	232250
1053	27354	232179
1054	27373	232093
1055	27404	232105
1056	27426	232047
1057	27448	231992
1058	27471	231937
1059	27494	231889
1060	27519	231852
1061	27542	231806
1062	27574	231827
1063	27595	231764
1064	27616	231694
1065	27640	231648
1066	27663	231598
1067	27688	231570
1068	27709	231497
1069	27729	231427
1070	27749	231351
1071	27774	231311
1072	27797	231266
1073	27822	231231
1074	27848	231204
1075	27870	231149
1076	27894	231109
1077	27918	231066
1078	27949	231078
1079	27971	231027
1080	27995	230980
1081	28017	230928
1082	28040	230877
1083	28062	230820
1084	28083	230752
1085	28105	230693
1086	28129	230654
1087	28150	230585
1088	28169	230507
1089	28190	230435
1090	28213	230388
1091	28269	230605
1092	28289	230536
1093	28312	230483
1094	28333	230422
1095	28354	230354
1096	28377	230308
1097	28398	230238
1098	28419	230176
1099	28440	230105
1100	28460	230037
1101	28480	229965
1102	28504	229922
1103	28527	229874
1104	28549	229818
1105	28571	229761
1106	28593	229705
1107	28616	229651
1108	28639	229607
1109	28662	229555
1110	28684	229500
1111	28706	229443
1112	28728	229387
1113	28753	229360
1114	28777	229316
1115	28799	229257
1116	28819	229189
1117	28842	229142
1118	28863	229072
1119	28892	229073
1120	28914	229017
1121	28935	228956
1122	28956	228896
1123	28983	228874
1124	29005	228821
1125	29037	228845
1126	29069	228871
1127	29094	228833
1128	29121	228819
1129	29143	228763
1130	29166	228719
1131	29192	228694
1132	29216	228652
1133	29238	228594
1134	29256	228510
1135	29283	228493
1136	29304	228429
1137	29325	228367
1138	29348	228321
1139	29367	228242
1140	29389	228189
1141	29412	228142
1142	29432	228071
1143	29451	227994
1144	29469	227909
1145	29489	227839
1146	29518	227835
1147	29539	227774
1148	29566	227754
1149	29591	227726
1150	29615	227690
1151	29635	227614
1152	29657	227561
1153	29675	227479
1154	29698	227429
1155	29723	227400
1156	29747	227358
1157	29772	227328
1158	29791	227252
1159	29811	227187
1160	29831	227118
1161	29859	227105
1162	29878	227033
1163	29911	227061
1164	29932	227000
1165	29956	226961
1166	29977	226902
1167	29998	226839
1168	30019	226774
1169	30039	226709
1170	30059	226640
1171	30080	226579
1172	30110	226589
1173	30141	226603
1174	30163	226545
1175	30182	226471
1176	30201	226397
1177	30225	226356
1178	30245	226287
1179	30263	226208
1180	30286	226158
1181	30305	226085
1182	30325	226021
1183	30348	225973
1184	30375	225960
1185	30395	225887
1186	30415	225826
1187	30434	225747
1188	30453	225674
1189	30474	225611
1190	30495	225551
1191	30514	225481
1192	30541	225463
1193	30560	225389
1194	30584	225352
1195	30606	225301
1196	30628	225245
1197	30647	225176
1198	30672	225141
1199	30693	225087
1200	30713	225018
1201	30738	224986
1202	30765	224972
1203	30795	224981
1204	30821	224956
1205	30845	224920
1206	30868	224875
1207	30890	224828
1208	30913	224783
1209	30935	224733
1210	30965	224733
1211	30986	224679
1212	31011	224648
1213	31035	224611
1214	31059	224574
1215	31084	224544
1216	31109	224516
1217	31141	224532
1218	31249	225102
1219	31276	225091
1220	31303	225075
1221	31328	225044
1222	31360	225063
1223	31405	225176
1224	31434	225170
1225	31466	225191
1226	31493	225180
1227	31522	225176
1228	31545	225133
1229	31571	225108
1230	31591	225038
1231	31614	224993
1232	31637	224948
1233	31661	224911
1234	31683	224865
1235	31712	224863
1236	31738	224840
1237	31767	224834
1238	31797	224841
1239	31830	224866
1240	31855	224837
1241	31879	224801
1242	31904	224770
1243	31930	224746
1244	31966	224794
1245	32054	225205
1246	32079	225173
1247	32103	225139
1248	32134	225148
1249	32163	225142
1250	32192	225141
1251	32223	225152
1252	32248	225118
1253	32276	225112
1254	32302	225085
1255	32329	225070
1256	32361	225087
1257	32402	225170
1258	32434	225185
1259	32464	225193
1260	32496	225204
1261	32529	225230
1262	32561	225250
1263	32590	225243
1264	32626	225290
1265	32662	225337
1266	32702	225405
1267	32726	225369
1268	32754	225357
1269	32783	225352
1270	32809	225328
1271	32839	225329
1272	32867	225320
1273	32896	225318
1274	32930	225349
1275	32963	225372
1276	33086	226007
1277	33114	225994
1278	33138	225956
1279	33163	225924
1280	33189	225898
1281	33225	225944
1282	33253	225931
1283	33284	225941
1284	33310	225914
1285	33448	226647
1286	33907	229554
1287	33965	229742
1288	34114	230545
1289	34179	230777
1290	34268	231174
1291	34390	231788
1292	34425	231818
1293	34453	231805
1294	34546	232220
1295	34603	232400
1296	34635	232406
1297	34664	232393
1298	34776	232944
1299	34808	232947
1300	34840	232954
1301	34874	232979
1302	34978	233470
1303	35009	233469
1304	35038	233453
1305	35064	233421
1306	35093	233410
1307	35122	233401
1308	35154	233404
1309	35204	233532
1310	35272	233777
1311	35314	233851
1312	35338	233807
1313	35367	233792
1314	35396	233776
1315	35423	233752
1316	35449	233721
1317	35476	233694
1318	35506	233683
1319	35531	233644
1320	35558	233621
1321	35591	233634
1322	35618	233605
1323	35643	233567
1324	35668	233527
1325	35695	233501
1326	35720	233462
1327	35745	233419
1328	35771	233387
1329	35796	233351
1330	35823	233321
1331	35852	233309
1332	35879	233283
1333	35903	233238
1334	35928	233199
1335	35959	233196
1336	35985	233166
1337	36016	233165
1338	36048	233170
1339	36077	233158
1340	36104	233131
1341	36138	233150
1342	36165	233126
1343	36192	233095
1344	36217	233055
1345	36246	233044
1346	36272	233011
1347	36297	232969
1348	36325	232952
1349	36349	232905
1350	36378	232889
1351	36404	232860
1352	36438	232878
1353	36469	232879
1354	36498	232862
1355	36531	232872
1356	36560	232860
1357	36588	232839
1358	36614	232810
1359	36643	232795
1360	36675	232802
1361	36719	232878
1362	36741	232821
1363	36767	232787
1364	36794	232760
1365	36822	232743
1366	36849	232715
1367	36877	232697
1368	36902	232654
1369	36935	232667
1370	36963	232648
1371	36993	232638
1372	37025	232645
1373	37052	232615
1374	37088	232646
1375	37112	232597
1376	37135	232549
1377	37162	232518
1378	37186	232474
1379	37218	232483
1380	37251	232492
1381	37279	232471
1382	37304	232431
1383	37336	232437
1384	37366	232426
1385	37392	232396
1386	37419	232368
1387	37445	232336
1388	37472	232307
1389	37502	232298
1390	37529	232271
1391	37554	232231
1392	37586	232235
1393	37614	232215
1394	37641	232191
1395	37667	232157
1396	37695	232135
1397	37723	232113
1398	37755	232119
1399	37796	232176
1400	37843	232275
1401	37883	232325
1402	37978	232717
1403	38003	232676
1404	38025	232619
1405	38048	232565
1406	38067	232492
1407	38090	232440
1408	38111	232377
1409	38139	232356
1410	38168	232339
1411	38201	232344
1412	38227	232315
1413	38255	232294
1414	38287	232294
1415	38319	232298
1416	38352	232308
1417	38378	232274
1418	38404	232240
1419	38465	232415
1420	38592	232995
1421	38644	233115
1422	38675	233110
1423	38790	233612
1424	38981	234575
1425	39112	235165
1426	39166	235299
1427	39249	235609
1428	39304	235742
1429	39376	235983
1430	39449	236226
1431	39540	236580
1432	39564	236531
1433	39612	236627
1434	39706	236993
1435	39735	236976
1436	39761	236938
1437	39787	236899
1438	39813	236861
1439	39838	236820
1440	39862	236768
1441	39885	236711
1442	39911	236672
1443	39937	236636
1444	40070	237232
1445	40100	237220
1446	40157	237363
1447	40230	237606
1448	40259	237582
1449	40316	237730
1450	40359	237790
1451	40408	237889
1452	40453	237962
1453	40498	238035
1454	40544	238111
1455	40588	238177
1456	40635	238263
1457	40677	238318
1458	40724	238402
1459	40771	238485
1460	40826	238614
1461	40881	238747
1462	40944	238923
1463	41006	239090
1464	41094	239412
1465	41263	240209
1466	41330	240402
1467	41387	240541
1468	41435	240628
1469	41493	240776
1470	41546	240887
1471	41570	240840
1472	41594	240785
1473	41620	240745
1474	41652	240737
1475	41689	240762
1476	41724	240772
1477	41764	240811
1478	41868	241219
1479	41910	241270
1480	41940	241251
1481	41973	241249
1482	42006	241249
1483	42034	241213
1484	42067	241217
1485	42123	241342
1486	42191	241544
1487	42230	241579
1488	42257	241541
1489	42283	241500
1490	42312	241475
1491	42356	241533
1492	42405	241624
1493	42442	241646
1494	42478	241656
1495	42515	241677
1496	42577	241843
1497	42650	242068
1498	42690	242103
1499	42716	242059
1500	42742	242019
1501	42770	241988
1502	42796	241945
1503	42824	241914
1504	42859	241918
1505	42897	241948
1506	42957	242093
1507	43001	242157
1508	43038	242176
1509	43063	242123
1510	43091	242091
1511	43130	242122
1512	43160	242102
1513	43189	242079
1514	43222	242075
1515	43273	242171
1516	43334	242324
1517	43390	242447
1518	43459	242648
1519	43486	242608
1520	43511	242560
1521	43541	242541
1522	43570	242514
1523	43599	242485
1524	43625	242441
1525	43652	242407
1526	43679	242370
1527	43707	242334
1528	43734	242296
1529	43766	242289
1530	43801	242293
1531	43825	242241
1532	43847	242176
1533	43872	242126
1534	43897	242080
1535	43923	242036
1536	43951	242004
1537	43998	242075
1538	44134	242641
1539	44167	242633
1540	44193	242589
1541	44216	242533
1542	44240	242475
1543	44266	242431
1544	44299	242426
1545	44329	242408
1546	44353	242355
1547	44379	242307
1548	44404	242259
1549	44433	242233
1550	44457	242181
1551	44485	242147
1552	44507	242082
1553	44532	242036
1554	44558	241989
1555	44584	241949
1556	44611	241909
1557	44638	241874
1558	44664	241832
1559	44695	241816
1560	44723	241780
1561	44750	241744
1562	44775	241697
1563	44799	241643
1564	44823	241589
1565	44852	241560
1566	44884	241549
1567	44911	241512
1568	45082	242250
1569	45119	242265
1570	45187	242445
1571	45246	242582
1572	45304	242707
1573	45376	242913
1574	45413	242924
1575	45441	242891
1576	45470	242867
1577	45496	242819
1578	45518	242754
1579	45541	242696
1580	45573	242685
1581	45602	242654
1582	45627	242605
1583	45651	242551
1584	45682	242533
1585	45704	242468
1586	45728	242416
1587	45758	242390
1588	45790	242381
1589	45817	242341
1590	45846	242316
1591	45870	242262
1592	45894	242205
1593	45919	242159
1594	45944	242109
1595	45970	242064
1596	46000	242040
1597	46029	242013
1598	46054	241966
1599	46082	241934
1600	46112	241909
1601	46136	241854
1602	46158	241794
1603	46189	241775
1604	46214	241727
1605	46242	241694
1606	46270	241658
1607	46294	241607
1608	46316	241543
1609	46339	241484
1610	46361	241420
1611	46389	241385
1612	46412	241327
1613	46447	241329
1614	46471	241279
1615	46497	241234
1616	46522	241188
1617	46547	241136
1618	46567	241064
1619	46591	241011
1620	46627	241016
1621	46650	240958
1622	46675	240911
1623	46706	240894
1624	46728	240834
1625	46755	240795
1626	46779	240741
1627	46800	240672
1628	46824	240616
1629	46850	240573
1630	46874	240523
1631	46899	240473
1632	46927	240441
1633	46950	240384
1634	46972	240319
1635	46993	240254
1636	47017	240199
1637	47041	240148
1638	47064	240088
1639	47090	240048
1640	47115	239997
1641	47139	239945
1642	47162	239887
1643	47185	239829
1644	47219	239828
1645	47245	239788
1646	47278	239780
1647	47302	239729
1648	47327	239679
1649	47351	239626
1650	47376	239582
1651	47403	239542
1652	47433	239518
1653	47461	239489
1654	47496	239489
1655	47524	239457
1656	47548	239407
1657	47573	239361
1658	47602	239331
1659	47627	239286
1660	47656	239258
1661	47682	239213
1662	47707	239168
1663	47737	239144
1664	47766	239119
1665	47795	239090
1666	47816	239025
1667	47838	238961
